date,service,region,team,env,cost_usd,account_id
2025-11-15,Amazon Relational Database Service,us-east-1,Database,prod,39.17,847291038472
2025-11-15,Amazon Relational Database Service,us-east-1,Database,dev,9.63,847291038472
2025-11-15,Amazon Simple Storage Service,us-west-2,Data,prod,12.76,847291038472
2025-11-15,Amazon CloudFront,global,Frontend,prod,20.64,847291038472
2025-11-15,Amazon CloudFront,global,Frontend,staging,5.51,847291038472
2025-11-15,Amazon DynamoDB,us-east-1,Backend,prod,25.96,847291038472
2025-11-16,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,53.96,847291038472
2025-11-16,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,18.05,847291038472
2025-11-16,Amazon Relational Database Service,us-east-1,Database,prod,39.49,847291038472
2025-11-16,Amazon Relational Database Service,us-east-1,Database,dev,8.26,847291038472
2025-11-16,Amazon Simple Storage Service,us-west-2,Data,prod,13.98,847291038472
2025-11-16,Amazon CloudFront,global,Frontend,prod,22.02,847291038472
2025-11-16,Amazon CloudFront,global,Frontend,staging,5.45,847291038472
2025-11-16,Amazon DynamoDB,us-east-1,Backend,prod,22.8,847291038472
2025-11-17,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,48.53,847291038472
2025-11-17,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,13.27,847291038472
2025-11-17,Amazon Relational Database Service,us-east-1,Database,prod,39.03,847291038472
2025-11-17,Amazon Relational Database Service,us-east-1,Database,dev,9.29,847291038472
2025-11-17,Amazon Simple Storage Service,us-west-2,Data,prod,17.97,847291038472
2025-11-17,Amazon CloudFront,global,Frontend,prod,23.01,847291038472
2025-11-17,Amazon CloudFront,global,Frontend,staging,6.87,847291038472
2025-11-17,Amazon DynamoDB,us-east-1,Backend,prod,26.78,847291038472
2025-11-18,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,43.62,847291038472
2025-11-18,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,17.22,847291038472
2025-11-18,Amazon Relational Database Service,us-east-1,Database,prod,36.48,847291038472
2025-11-18,Amazon Relational Database Service,us-east-1,Database,dev,10.37,847291038472
2025-11-18,Amazon Simple Storage Service,us-west-2,Data,prod,16.69,847291038472
2025-11-18,Amazon CloudFront,global,Frontend,prod,19.07,847291038472
2025-11-18,Amazon CloudFront,global,Frontend,staging,5.8,847291038472
2025-11-18,Amazon DynamoDB,us-east-1,Backend,prod,25.98,847291038472
2025-11-19,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,63.74,847291038472
2025-11-19,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,16.02,847291038472
2025-11-19,Amazon Relational Database Service,us-east-1,Database,prod,37.53,847291038472
2025-11-19,Amazon Relational Database Service,us-east-1,Database,dev,9.04,847291038472
2025-11-19,Amazon Simple Storage Service,us-west-2,Data,prod,19.4,847291038472
2025-11-19,Amazon CloudFront,global,Frontend,prod,26.84,847291038472
2025-11-19,Amazon CloudFront,global,Frontend,staging,7.51,847291038472
2025-11-19,Amazon DynamoDB,us-east-1,Backend,prod,29.76,847291038472
2025-11-20,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,40.02,847291038472
2025-11-20,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,16.33,847291038472
2025-11-20,Amazon Relational Database Service,us-east-1,Database,prod,38.19,847291038472
2025-11-20,Amazon Relational Database Service,us-east-1,Database,dev,8.71,847291038472
2025-11-20,Amazon Simple Storage Service,us-west-2,Data,prod,16.54,847291038472
2025-11-20,Amazon CloudFront,global,Frontend,prod,23.89,847291038472
2025-11-20,Amazon CloudFront,global,Frontend,staging,4.49,847291038472
2025-11-20,Amazon DynamoDB,us-east-1,Backend,prod,26.88,847291038472
2025-11-21,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,51.83,847291038472
2025-11-21,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,15.84,847291038472
2025-11-21,Amazon Relational Database Service,us-east-1,Database,prod,38.14,847291038472
2025-11-21,Amazon Relational Database Service,us-east-1,Database,dev,10.29,847291038472
2025-11-21,Amazon Simple Storage Service,us-west-2,Data,prod,17.71,847291038472
2025-11-21,Amazon CloudFront,global,Frontend,prod,18.0,847291038472
2025-11-21,Amazon CloudFront,global,Frontend,staging,6.52,847291038472
2025-11-21,Amazon DynamoDB,us-east-1,Backend,prod,28.56,847291038472
2025-11-22,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,56.01,847291038472
2025-11-22,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,17.36,847291038472
2025-11-22,Amazon Relational Database Service,us-east-1,Database,prod,36.4,847291038472
2025-11-22,Amazon Relational Database Service,us-east-1,Database,dev,9.39,847291038472
2025-11-22,Amazon Simple Storage Service,us-west-2,Data,prod,16.48,847291038472
2025-11-22,Amazon CloudFront,global,Frontend,prod,22.07,847291038472
2025-11-22,Amazon CloudFront,global,Frontend,staging,6.02,847291038472
2025-11-22,Amazon DynamoDB,us-east-1,Backend,prod,21.89,847291038472
2025-11-23,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,43.95,847291038472
2025-11-23,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,12.49,847291038472
2025-11-23,Amazon Relational Database Service,us-east-1,Database,prod,38.63,847291038472
2025-11-23,Amazon Relational Database Service,us-east-1,Database,dev,8.04,847291038472
2025-11-23,Amazon Simple Storage Service,us-west-2,Data,prod,14.6,847291038472
2025-11-23,Amazon CloudFront,global,Frontend,prod,21.69,847291038472
2025-11-23,Amazon CloudFront,global,Frontend,staging,6.5,847291038472
2025-11-23,Amazon DynamoDB,us-east-1,Backend,prod,27.46,847291038472
2025-11-24,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,48.45,847291038472
2025-11-24,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,16.3,847291038472
2025-11-24,Amazon Relational Database Service,us-east-1,Database,prod,34.61,847291038472
2025-11-24,Amazon Relational Database Service,us-east-1,Database,dev,9.82,847291038472
2025-11-24,Amazon Simple Storage Service,us-west-2,Data,prod,13.48,847291038472
2025-11-24,Amazon CloudFront,global,Frontend,prod,25.27,847291038472
2025-11-24,Amazon CloudFront,global,Frontend,staging,5.64,847291038472
2025-11-24,Amazon DynamoDB,us-east-1,Backend,prod,24.33,847291038472
2025-11-25,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,58.21,847291038472
2025-11-25,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,15.07,847291038472
2025-11-25,Amazon Relational Database Service,us-east-1,Database,prod,33.15,847291038472
2025-11-25,Amazon Relational Database Service,us-east-1,Database,dev,8.84,847291038472
2025-11-25,Amazon Simple Storage Service,us-west-2,Data,prod,14.46,847291038472
2025-11-25,Amazon CloudFront,global,Frontend,prod,18.7,847291038472
2025-11-25,Amazon CloudFront,global,Frontend,staging,5.8,847291038472
2025-11-25,Amazon DynamoDB,us-east-1,Backend,prod,29.66,847291038472
2025-11-26,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,46.79,847291038472
2025-11-26,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,17.92,847291038472
2025-11-26,Amazon Relational Database Service,us-east-1,Database,prod,39.11,847291038472
2025-11-26,Amazon Relational Database Service,us-east-1,Database,dev,9.43,847291038472
2025-11-26,Amazon Simple Storage Service,us-west-2,Data,prod,15.22,847291038472
2025-11-26,Amazon CloudFront,global,Frontend,prod,17.34,847291038472
2025-11-26,Amazon CloudFront,global,Frontend,staging,5.87,847291038472
2025-11-26,Amazon DynamoDB,us-east-1,Backend,prod,26.64,847291038472
2025-11-27,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,47.33,847291038472
2025-11-27,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,16.59,847291038472
2025-11-27,Amazon Relational Database Service,us-east-1,Database,prod,40.9,847291038472
2025-11-27,Amazon Relational Database Service,us-east-1,Database,dev,7.5,847291038472
2025-11-27,Amazon Simple Storage Service,us-west-2,Data,prod,16.91,847291038472
2025-11-27,Amazon CloudFront,global,Frontend,prod,27.29,847291038472
2025-11-27,Amazon CloudFront,global,Frontend,staging,7.66,847291038472
2025-11-27,Amazon DynamoDB,us-east-1,Backend,prod,28.48,847291038472
2025-11-28,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,60.55,847291038472
2025-11-28,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,16.25,847291038472
2025-11-28,Amazon Relational Database Service,us-east-1,Database,prod,37.85,847291038472
2025-11-28,Amazon Relational Database Service,us-east-1,Database,dev,7.87,847291038472
2025-11-28,Amazon Simple Storage Service,us-west-2,Data,prod,16.55,847291038472
2025-11-28,Amazon CloudFront,global,Frontend,prod,19.01,847291038472
2025-11-28,Amazon CloudFront,global,Frontend,staging,6.63,847291038472
2025-11-28,Amazon DynamoDB,us-east-1,Backend,prod,27.85,847291038472
2025-11-29,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,48.4,847291038472
2025-11-29,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,14.81,847291038472
2025-11-29,Amazon Relational Database Service,us-east-1,Database,prod,38.97,847291038472
2025-11-29,Amazon Relational Database Service,us-east-1,Database,dev,8.97,847291038472
2025-11-29,Amazon Simple Storage Service,us-west-2,Data,prod,18.91,847291038472
2025-11-29,Amazon CloudFront,global,Frontend,prod,16.46,847291038472
2025-11-29,Amazon CloudFront,global,Frontend,staging,6.72,847291038472
2025-11-29,Amazon DynamoDB,us-east-1,Backend,prod,26.06,847291038472
2025-11-30,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,58.06,847291038472
2025-11-30,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,13.6,847291038472
2025-11-30,Amazon Relational Database Service,us-east-1,Database,prod,43.08,847291038472
2025-11-30,Amazon Relational Database Service,us-east-1,Database,dev,6.7,847291038472
2025-11-30,Amazon Simple Storage Service,us-west-2,Data,prod,17.62,847291038472
2025-11-30,Amazon CloudFront,global,Frontend,prod,25.81,847291038472
2025-11-30,Amazon CloudFront,global,Frontend,staging,6.67,847291038472
2025-11-30,Amazon DynamoDB,us-east-1,Backend,prod,27.8,847291038472
2025-12-01,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,45.02,847291038472
2025-12-01,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,16.4,847291038472
2025-12-01,Amazon Relational Database Service,us-east-1,Database,prod,43.18,847291038472
2025-12-01,Amazon Relational Database Service,us-east-1,Database,dev,8.39,847291038472
2025-12-01,Amazon Simple Storage Service,us-west-2,Data,prod,17.71,847291038472
2025-12-01,Amazon CloudFront,global,Frontend,prod,21.35,847291038472
2025-12-01,Amazon CloudFront,global,Frontend,staging,3.74,847291038472
2025-12-01,Amazon DynamoDB,us-east-1,Backend,prod,27.56,847291038472
2025-12-02,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,40.71,847291038472
2025-12-02,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,16.53,847291038472
2025-12-02,Amazon Relational Database Service,us-east-1,Database,prod,38.51,847291038472
2025-12-02,Amazon Relational Database Service,us-east-1,Database,dev,9.35,847291038472
2025-12-02,Amazon Simple Storage Service,us-west-2,Data,prod,19.27,847291038472
2025-12-02,Amazon CloudFront,global,Frontend,prod,19.95,847291038472
2025-12-02,Amazon CloudFront,global,Frontend,staging,7.85,847291038472
2025-12-02,Amazon DynamoDB,us-east-1,Backend,prod,28.76,847291038472
2025-12-03,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,43.06,847291038472
2025-12-03,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,13.69,847291038472
2025-12-03,Amazon Relational Database Service,us-east-1,Database,prod,36.44,847291038472
2025-12-03,Amazon Relational Database Service,us-east-1,Database,dev,9.17,847291038472
2025-12-03,Amazon Simple Storage Service,us-west-2,Data,prod,15.92,847291038472
2025-12-03,Amazon CloudFront,global,Frontend,prod,21.95,847291038472
2025-12-03,Amazon CloudFront,global,Frontend,staging,7.83,847291038472
2025-12-03,Amazon DynamoDB,us-east-1,Backend,prod,23.53,847291038472
2025-12-04,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,45.01,847291038472
2025-12-04,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,14.08,847291038472
2025-12-04,Amazon Relational Database Service,us-east-1,Database,prod,36.72,847291038472
2025-12-04,Amazon Relational Database Service,us-east-1,Database,dev,9.94,847291038472
2025-12-04,Amazon Simple Storage Service,us-west-2,Data,prod,16.11,847291038472
2025-12-04,Amazon CloudFront,global,Frontend,prod,21.05,847291038472
2025-12-04,Amazon CloudFront,global,Frontend,staging,5.76,847291038472
2025-12-04,Amazon DynamoDB,us-east-1,Backend,prod,25.04,847291038472
2025-12-05,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,54.2,847291038472
2025-12-05,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,17.44,847291038472
2025-12-05,Amazon Relational Database Service,us-east-1,Database,prod,39.85,847291038472
2025-12-05,Amazon Relational Database Service,us-east-1,Database,dev,9.88,847291038472
2025-12-05,Amazon Simple Storage Service,us-west-2,Data,prod,17.77,847291038472
2025-12-05,Amazon CloudFront,global,Frontend,prod,20.38,847291038472
2025-12-05,Amazon CloudFront,global,Frontend,staging,5.74,847291038472
2025-12-05,Amazon DynamoDB,us-east-1,Backend,prod,30.67,847291038472
2025-12-06,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,45.65,847291038472
2025-12-06,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,14.21,847291038472
2025-12-06,Amazon Relational Database Service,us-east-1,Database,prod,37.58,847291038472
2025-12-06,Amazon Relational Database Service,us-east-1,Database,dev,9.32,847291038472
2025-12-06,Amazon Simple Storage Service,us-west-2,Data,prod,14.02,847291038472
2025-12-06,Amazon CloudFront,global,Frontend,prod,22.69,847291038472
2025-12-06,Amazon CloudFront,global,Frontend,staging,5.62,847291038472
2025-12-06,Amazon DynamoDB,us-east-1,Backend,prod,26.86,847291038472
2025-12-07,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,58.32,847291038472
2025-12-07,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,16.13,847291038472
2025-12-07,Amazon Relational Database Service,us-east-1,Database,prod,38.17,847291038472
2025-12-07,Amazon Relational Database Service,us-east-1,Database,dev,9.91,847291038472
2025-12-07,Amazon Simple Storage Service,us-west-2,Data,prod,14.8,847291038472
2025-12-07,Amazon CloudFront,global,Frontend,prod,25.37,847291038472
2025-12-07,Amazon CloudFront,global,Frontend,staging,6.55,847291038472
2025-12-07,Amazon DynamoDB,us-east-1,Backend,prod,25.59,847291038472
2025-12-08,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,48.19,847291038472
2025-12-08,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,19.53,847291038472
2025-12-08,Amazon Relational Database Service,us-east-1,Database,prod,41.1,847291038472
2025-12-08,Amazon Relational Database Service,us-east-1,Database,dev,8.68,847291038472
2025-12-08,Amazon Simple Storage Service,us-west-2,Data,prod,15.77,847291038472
2025-12-08,Amazon CloudFront,global,Frontend,prod,24.03,847291038472
2025-12-08,Amazon CloudFront,global,Frontend,staging,6.58,847291038472
2025-12-08,Amazon DynamoDB,us-east-1,Backend,prod,24.12,847291038472
2025-12-09,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,40.04,847291038472
2025-12-09,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,14.31,847291038472
2025-12-09,Amazon Relational Database Service,us-east-1,Database,prod,35.42,847291038472
2025-12-09,Amazon Relational Database Service,us-east-1,Database,dev,7.94,847291038472
2025-12-09,Amazon Simple Storage Service,us-west-2,Data,prod,16.58,847291038472
2025-12-09,Amazon CloudFront,global,Frontend,prod,19.06,847291038472
2025-12-09,Amazon CloudFront,global,Frontend,staging,6.06,847291038472
2025-12-09,Amazon DynamoDB,us-east-1,Backend,prod,20.05,847291038472
2025-12-10,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,44.13,847291038472
2025-12-10,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,17.96,847291038472
2025-12-10,Amazon Relational Database Service,us-east-1,Database,prod,40.71,847291038472
2025-12-10,Amazon Relational Database Service,us-east-1,Database,dev,8.67,847291038472
2025-12-10,Amazon Simple Storage Service,us-west-2,Data,prod,15.63,847291038472
2025-12-10,Amazon CloudFront,global,Frontend,prod,20.65,847291038472
2025-12-10,Amazon CloudFront,global,Frontend,staging,7.22,847291038472
2025-12-10,Amazon DynamoDB,us-east-1,Backend,prod,31.41,847291038472
2025-12-11,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,45.42,847291038472
2025-12-11,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,15.84,847291038472
2025-12-11,Amazon Relational Database Service,us-east-1,Database,prod,38.47,847291038472
2025-12-11,Amazon Relational Database Service,us-east-1,Database,dev,8.11,847291038472
2025-12-11,Amazon Simple Storage Service,us-west-2,Data,prod,15.72,847291038472
2025-12-11,Amazon CloudFront,global,Frontend,prod,18.54,847291038472
2025-12-11,Amazon CloudFront,global,Frontend,staging,7.36,847291038472
2025-12-11,Amazon DynamoDB,us-east-1,Backend,prod,23.63,847291038472
2025-12-12,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,44.36,847291038472
2025-12-12,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,17.54,847291038472
2025-12-12,Amazon Relational Database Service,us-east-1,Database,prod,39.98,847291038472
2025-12-12,Amazon Relational Database Service,us-east-1,Database,dev,9.87,847291038472
2025-12-12,Amazon Simple Storage Service,us-west-2,Data,prod,16.35,847291038472
2025-12-12,Amazon CloudFront,global,Frontend,prod,23.88,847291038472
2025-12-12,Amazon CloudFront,global,Frontend,staging,5.68,847291038472
2025-12-12,Amazon DynamoDB,us-east-1,Backend,prod,24.79,847291038472
2025-12-13,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,58.55,847291038472
2025-12-13,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,16.17,847291038472
2025-12-13,Amazon Relational Database Service,us-east-1,Database,prod,39.58,847291038472
2025-12-13,Amazon Relational Database Service,us-east-1,Database,dev,9.89,847291038472
2025-12-13,Amazon Simple Storage Service,us-west-2,Data,prod,16.91,847291038472
2025-12-13,Amazon CloudFront,global,Frontend,prod,25.71,847291038472
2025-12-13,Amazon CloudFront,global,Frontend,staging,6.17,847291038472
2025-12-13,Amazon DynamoDB,us-east-1,Backend,prod,25.66,847291038472
2025-12-14,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,55.94,847291038472
2025-12-14,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,14.32,847291038472
2025-12-14,Amazon Relational Database Service,us-east-1,Database,prod,39.84,847291038472
2025-12-14,Amazon Relational Database Service,us-east-1,Database,dev,9.35,847291038472
2025-12-14,Amazon Simple Storage Service,us-west-2,Data,prod,18.44,847291038472
2025-12-14,Amazon CloudFront,global,Frontend,prod,19.48,847291038472
2025-12-14,Amazon CloudFront,global,Frontend,staging,6.44,847291038472
2025-12-14,Amazon DynamoDB,us-east-1,Backend,prod,27.8,847291038472
2025-12-15,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,51.22,847291038472
2025-12-15,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,15.74,847291038472
2025-12-15,Amazon Relational Database Service,us-east-1,Database,prod,37.95,847291038472
2025-12-15,Amazon Relational Database Service,us-east-1,Database,dev,9.02,847291038472
2025-12-15,Amazon Simple Storage Service,us-west-2,Data,prod,17.15,847291038472
2025-12-15,Amazon CloudFront,global,Frontend,prod,18.36,847291038472
2025-12-15,Amazon CloudFront,global,Frontend,staging,6.05,847291038472
2025-12-15,Amazon DynamoDB,us-east-1,Backend,prod,26.29,847291038472
2025-12-16,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,52.84,847291038472
2025-12-16,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,18.12,847291038472
2025-12-16,Amazon Relational Database Service,us-east-1,Database,prod,40.34,847291038472
2025-12-16,Amazon Relational Database Service,us-east-1,Database,dev,9.02,847291038472
2025-12-16,Amazon Simple Storage Service,us-west-2,Data,prod,16.59,847291038472
2025-12-16,Amazon CloudFront,global,Frontend,prod,25.56,847291038472
2025-12-16,Amazon CloudFront,global,Frontend,staging,7.0,847291038472
2025-12-16,Amazon DynamoDB,us-east-1,Backend,prod,17.89,847291038472
2025-12-17,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,50.47,847291038472
2025-12-17,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,17.51,847291038472
2025-12-17,Amazon Relational Database Service,us-east-1,Database,prod,39.64,847291038472
2025-12-17,Amazon Relational Database Service,us-east-1,Database,dev,7.2,847291038472
2025-12-17,Amazon Simple Storage Service,us-west-2,Data,prod,17.9,847291038472
2025-12-17,Amazon CloudFront,global,Frontend,prod,27.67,847291038472
2025-12-17,Amazon CloudFront,global,Frontend,staging,6.59,847291038472
2025-12-17,Amazon DynamoDB,us-east-1,Backend,prod,25.62,847291038472
2025-12-18,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,56.41,847291038472
2025-12-18,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,14.43,847291038472
2025-12-18,Amazon Relational Database Service,us-east-1,Database,prod,43.72,847291038472
2025-12-18,Amazon Relational Database Service,us-east-1,Database,dev,9.72,847291038472
2025-12-18,Amazon Simple Storage Service,us-west-2,Data,prod,14.68,847291038472
2025-12-18,Amazon CloudFront,global,Frontend,prod,19.7,847291038472
2025-12-18,Amazon CloudFront,global,Frontend,staging,7.48,847291038472
2025-12-18,Amazon DynamoDB,us-east-1,Backend,prod,24.69,847291038472
2025-12-19,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,47.44,847291038472
2025-12-19,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,17.03,847291038472
2025-12-19,Amazon Relational Database Service,us-east-1,Database,prod,37.77,847291038472
2025-12-19,Amazon Relational Database Service,us-east-1,Database,dev,9.51,847291038472
2025-12-19,Amazon Simple Storage Service,us-west-2,Data,prod,17.49,847291038472
2025-12-19,Amazon CloudFront,global,Frontend,prod,17.78,847291038472
2025-12-19,Amazon CloudFront,global,Frontend,staging,5.7,847291038472
2025-12-19,Amazon DynamoDB,us-east-1,Backend,prod,28.35,847291038472
2025-12-20,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,45.95,847291038472
2025-12-20,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,15.55,847291038472
2025-12-20,Amazon Relational Database Service,us-east-1,Database,prod,41.58,847291038472
2025-12-20,Amazon Relational Database Service,us-east-1,Database,dev,10.1,847291038472
2025-12-20,Amazon Simple Storage Service,us-west-2,Data,prod,17.21,847291038472
2025-12-20,Amazon CloudFront,global,Frontend,prod,26.81,847291038472
2025-12-20,Amazon CloudFront,global,Frontend,staging,7.01,847291038472
2025-12-20,Amazon DynamoDB,us-east-1,Backend,prod,27.15,847291038472
2025-12-21,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,54.23,847291038472
2025-12-21,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,20.57,847291038472
2025-12-21,Amazon Relational Database Service,us-east-1,Database,prod,38.88,847291038472
2025-12-21,Amazon Relational Database Service,us-east-1,Database,dev,7.81,847291038472
2025-12-21,Amazon Simple Storage Service,us-west-2,Data,prod,17.1,847291038472
2025-12-21,Amazon CloudFront,global,Frontend,prod,25.5,847291038472
2025-12-21,Amazon CloudFront,global,Frontend,staging,7.12,847291038472
2025-12-21,Amazon DynamoDB,us-east-1,Backend,prod,31.57,847291038472
2025-12-22,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,56.88,847291038472
2025-12-22,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,17.26,847291038472
2025-12-22,Amazon Relational Database Service,us-east-1,Database,prod,39.86,847291038472
2025-12-22,Amazon Relational Database Service,us-east-1,Database,dev,7.47,847291038472
2025-12-22,Amazon Simple Storage Service,us-west-2,Data,prod,18.22,847291038472
2025-12-22,Amazon CloudFront,global,Frontend,prod,21.51,847291038472
2025-12-22,Amazon CloudFront,global,Frontend,staging,5.42,847291038472
2025-12-22,Amazon DynamoDB,us-east-1,Backend,prod,23.44,847291038472
2025-12-23,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,50.78,847291038472
2025-12-23,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,12.68,847291038472
2025-12-23,Amazon Relational Database Service,us-east-1,Database,prod,39.45,847291038472
2025-12-23,Amazon Relational Database Service,us-east-1,Database,dev,8.27,847291038472
2025-12-23,Amazon Simple Storage Service,us-west-2,Data,prod,18.38,847291038472
2025-12-23,Amazon CloudFront,global,Frontend,prod,18.73,847291038472
2025-12-23,Amazon CloudFront,global,Frontend,staging,5.68,847291038472
2025-12-23,Amazon DynamoDB,us-east-1,Backend,prod,27.8,847291038472
2025-12-24,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,47.05,847291038472
2025-12-24,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,17.62,847291038472
2025-12-24,Amazon Relational Database Service,us-east-1,Database,prod,44.58,847291038472
2025-12-24,Amazon Relational Database Service,us-east-1,Database,dev,9.81,847291038472
2025-12-24,Amazon Simple Storage Service,us-west-2,Data,prod,18.2,847291038472
2025-12-24,Amazon CloudFront,global,Frontend,prod,22.85,847291038472
2025-12-24,Amazon CloudFront,global,Frontend,staging,6.75,847291038472
2025-12-24,Amazon DynamoDB,us-east-1,Backend,prod,30.1,847291038472
2025-12-25,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,36.07,847291038472
2025-12-25,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,18.39,847291038472
2025-12-25,Amazon Relational Database Service,us-east-1,Database,prod,36.7,847291038472
2025-12-25,Amazon Relational Database Service,us-east-1,Database,dev,9.61,847291038472
2025-12-25,Amazon Simple Storage Service,us-west-2,Data,prod,16.57,847291038472
2025-12-25,Amazon CloudFront,global,Frontend,prod,22.45,847291038472
2025-12-25,Amazon CloudFront,global,Frontend,staging,6.03,847291038472
2025-12-25,Amazon DynamoDB,us-east-1,Backend,prod,23.5,847291038472
2025-12-26,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,40.35,847291038472
2025-12-26,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,15.67,847291038472
2025-12-26,Amazon Relational Database Service,us-east-1,Database,prod,37.31,847291038472
2025-12-26,Amazon Relational Database Service,us-east-1,Database,dev,8.31,847291038472
2025-12-26,Amazon Simple Storage Service,us-west-2,Data,prod,18.96,847291038472
2025-12-26,Amazon CloudFront,global,Frontend,prod,20.74,847291038472
2025-12-26,Amazon CloudFront,global,Frontend,staging,6.78,847291038472
2025-12-26,Amazon DynamoDB,us-east-1,Backend,prod,26.05,847291038472
2025-12-27,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,51.42,847291038472
2025-12-27,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,18.8,847291038472
2025-12-27,Amazon Relational Database Service,us-east-1,Database,prod,36.85,847291038472
